acc,taxid,organism,clade,taxon,slen
KM369127.1,2492739,"Hapalidiales sp. V_Twist-2019 isolate NZC2288 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1443
KM369123.1,2492832,"Sporolithon sp. A_Twist-2019 isolate NZC2175 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1442
KM369122.1,2492833,"Sporolithon sp. B_Twist-2019 isolate NZC2375 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1443
KM369120.1,2990552,"Roseapetra farriae isolate NZC2014 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1443
MH194421.1,2487402,"Gelidiophycus hongkongensis voucher NTOU#iso14iii2017_11 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1407
MH194420.1,2487402,"Gelidiophycus hongkongensis voucher NTOU#iso14iii2017_2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1407
MH194419.1,2487402,"Gelidiophycus hongkongensis voucher NTOU#holo14iii2017_1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1407
MH194415.1,37198,"Gelidiophycus divaricatus voucher NTOU#7.29ii2008 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1407
MH194414.1,37198,"Gelidiophycus divaricatus voucher NTOU#5.29ii2008 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1407
HM629821.2,943115,"Gelidium corneum voucher G2583 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1414
HM629845.1,70838,"Pterocladiella capillacea voucher P1251 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1430
HM629844.1,943111,"Acanthopeltis longiramulosa voucher A0333 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1470
HM629843.1,943111,"Acanthopeltis longiramulosa voucher A0332 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1482
HM629842.1,943111,"Acanthopeltis longiramulosa voucher A0331 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1479
HM629840.1,35171,"Gelidium vagum voucher G2918 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1431
HM629839.1,35171,"Gelidium vagum voucher G2265 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1429
HM629838.1,35171,"Gelidium vagum voucher G2229 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1458
HM629837.1,943117,"Gelidium spinosum voucher G2449 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1430
HM629836.1,31404,"Gelidium robustum voucher G4750 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1429
HM629835.1,143006,"Gelidium rex voucher G3599 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1430
HM629834.1,58179,"Gelidium pristoides voucher G3598 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1424
HM629833.1,31402,"Gelidium purpurascens voucher G2627 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1449
HM629832.1,31403,"Gelidium pusillum voucher G3579 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1429
HM629831.1,37201,"Gelidium pacificum voucher G2197 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1446
HM629830.1,210417,"Gelidium japonicum voucher G2190 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1412
HM629829.1,37200,"Gelidium elegans voucher G2686 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1405
HM629828.1,37200,"Gelidium elegans voucher P1113 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1480
HM629827.1,37200,"Gelidium elegans voucher G2618 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1449
HM629826.1,37198,"Gelidium divaricatum voucher G4058 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1439
HM629825.1,37198,"Gelidium divaricatum voucher G4025 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1452
HM629824.1,37198,"Gelidium divaricatum voucher G2098 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1450
HM629823.1,143013,"Gelidium crinale voucher G2656 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1432
HM629822.1,28849,"Gelidium coulteri voucher G2632 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1415
HM629820.1,28016,"Gelidium caulacantheum voucher G3582 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1431
HM629819.1,28016,"Gelidium caulacantheum voucher G2447 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1431
HM629818.1,28856,"Gelidium capense voucher G3597 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1425
HM629817.1,943149,"Gelidium sp. SMB-2011a voucher G3628 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1424
HM629816.1,943149,"Gelidium sp. SMB-2011a voucher G6114 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1415
HM629815.1,943149,"Gelidium sp. SMB-2011a voucher G6112 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1429
HM629814.1,943149,"Gelidium sp. SMB-2011a voucher G3632 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1415
HM629813.1,943149,"Gelidium sp. SMB-2011a voucher P1250 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1429
HM629812.1,943149,"Gelidium sp. SMB-2011a voucher G4060 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1431
HM629811.1,943149,"Gelidium sp. SMB-2011a voucher G4059 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1436
HM629810.1,943149,"Gelidium sp. SMB-2011a voucher G3647 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1429
HM629809.1,943149,"Gelidium sp. SMB-2011a voucher G3644 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1424
HM629808.1,943149,"Gelidium sp. SMB-2011a voucher G3642 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1415
MH780752.1,2483893,"Gelidium kathyanniae voucher UC2050585 ribulose-1,5-bisphosphate carboxylase large subunit (rbcL) gene, complete cds; plastid",Red algae,Rhodophyta,1467
MH780751.1,2483893,"Gelidium kathyanniae voucher UC2050584 ribulose-1,5-bisphosphate carboxylase large subunit (rbcL) gene, complete cds; plastid",Red algae,Rhodophyta,1467
MH780750.1,2483893,"Gelidium kathyanniae voucher UC2026076 ribulose-1,5-bisphosphate carboxylase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1418
MH780748.1,2483892,"Gelidium gabrielsonii voucher UC2050583 ribulose-1,5-bisphosphate carboxylase large subunit (rbcL) gene, complete cds; plastid",Red algae,Rhodophyta,1467
MG740666.1,1077399,"Dermonema virens isolate RVD-SAL6 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1425
MG740665.1,1077399,"Dermonema virens isolate RVD-SAL5 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1425
MG740664.1,1077399,"Dermonema virens isolate RVD-SAL4 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1425
MG740663.1,1077399,"Dermonema virens isolate RVD-SAL3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1425
MG740662.1,1077399,"Dermonema virens isolate RVD-SAL2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1425
MG740661.1,1077399,"Dermonema virens isolate RVD-SAL1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1425
KM369143.1,2341026,"Jania cf. rosea 3 isolate NZC2022 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1443
KM369142.1,2341025,"Jania cf. rosea 1 isolate NZC2554 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1443
KX962024.1,2050034,"Gelidium lingulatum haplotype GL703 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1484
KX962023.1,2050034,"Gelidium lingulatum haplotype GL702 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1484
KX962022.1,2050034,"Gelidium lingulatum haplotype GL701 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1484
MG004184.1,2008699,"Laurenciella sp. isolate 17 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1448
MG004183.1,2304659,"Laurenciella mayaimii isolate 21 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1448
MG004182.1,2304659,"Laurenciella mayaimii isolate 3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1448
MG004181.1,197329,"Laurencia intricata isolate 15 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1448
MG004180.1,197329,"Laurencia intricata isolate 14 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1448
MG975707.1,1424646,"Polysiphonia devoniensis isolate SANTA26229 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1439
MG975706.1,1424646,"Polysiphonia devoniensis isolate SANTA25664 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1439
MG975693.1,1424646,"Polysiphonia devoniensis isolate PD1259 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1404
MG975685.1,1261574,"Ophidocladus simpliciusculus isolate SANTA26249 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1445
MG975684.1,1261574,"Ophidocladus simpliciusculus isolate SANTA25413 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1443
MG975676.1,1261574,"Ophidocladus simpliciusculus isolate PD664 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1407
MG975667.1,717902,"Herposiphonia tenella isolate PD1890 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1406
MH101826.1,1967842,"Polysiphonia sp. isolate PD1052 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1413
MF511711.1,102630,"Pterocladiella caloglossoides voucher CNU024818 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1442
MF511710.1,102630,"Pterocladiella caloglossoides voucher CNU024786 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1429
MF511709.1,2292450,"Pterocladiella andresii voucher CNU012838 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1443
MG926676.1,2083443,"Pyropia retorta isolate KW568 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Red algae,Rhodophyta,1467
MG926675.1,2083443,"Pyropia retorta isolate KW020 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Red algae,Rhodophyta,1467
MG926674.1,2083443,"Pyropia retorta isolate KU758 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Red algae,Rhodophyta,1467
MG926673.1,2083443,"Pyropia retorta isolate KU757 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Red algae,Rhodophyta,1467
MG926672.1,2083443,"Pyropia retorta isolate KU668 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Red algae,Rhodophyta,1467
MG926671.1,2083443,"Pyropia retorta isolate KU656 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Red algae,Rhodophyta,1467
MG926670.1,2083443,"Pyropia retorta isolate KU655 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Red algae,Rhodophyta,1467
MG926669.1,2083443,"Pyropia retorta isolate KU654 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Red algae,Rhodophyta,1467
MG926668.1,2083443,"Pyropia retorta isolate KU652 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Red algae,Rhodophyta,1467
MG926667.1,2083443,"Pyropia retorta isolate KN033 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Red algae,Rhodophyta,1467
MG926666.1,2083443,"Pyropia retorta isolate SM018 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Red algae,Rhodophyta,1467
MG926665.1,2083443,"Pyropia retorta isolate IK111 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Red algae,Rhodophyta,1467
MG926664.1,78445,"Pyropia onoi isolate KU407 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Red algae,Rhodophyta,1467
MG926663.1,2083442,"Pyropia moriensis isolate KU408 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Red algae,Rhodophyta,1467
MG926662.1,526884,"Pyropia kinositae isolate KIN301 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Red algae,Rhodophyta,1467
MG926661.1,526884,"Pyropia kinositae isolate KU366 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Red algae,Rhodophyta,1467
MG926660.1,526884,"Pyropia kinositae isolate IK331 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Red algae,Rhodophyta,1467
MG926659.1,526884,"Pyropia kinositae isolate IK330 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Red algae,Rhodophyta,1467
MG926658.1,526884,"Pyropia kinositae isolate IK328 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Red algae,Rhodophyta,1467
MG926657.1,526884,"Pyropia kinositae isolate IK327 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Red algae,Rhodophyta,1467
MG926656.1,526884,"Pyropia kinositae isolate IK158 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Red algae,Rhodophyta,1467
MG926655.1,526884,"Pyropia kinositae isolate IK153 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Red algae,Rhodophyta,1467
MH396102.1,31472,"Gracilariopsis tenuifrons ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Red algae,Rhodophyta,1467
MG010715.1,2248420,"Calliblepharis occidentalis voucher SP428146 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1469
MG010714.1,2248420,"Calliblepharis occidentalis voucher SP428947 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1469
