acc,taxid,slen,organelle_class
NC_061320.1,4702,154943,photosynthetic plastid
NC_061321.1,50874,155732,photosynthetic plastid
NC_061323.1,1348077,15030,mitochondrion
NC_061324.1,2909400,15254,mitochondrion
NC_061325.1,2909401,15259,mitochondrion
NC_061326.1,2909402,15296,mitochondrion
NC_061327.1,2909403,15306,mitochondrion
NC_061328.1,2909404,15238,mitochondrion
NC_061332.1,2919619,187489,photosynthetic plastid
NC_061333.1,2184982,158574,photosynthetic plastid
NC_061334.1,2593430,186261,photosynthetic plastid
NC_061335.1,2919631,184840,photosynthetic plastid
NC_061336.1,2919620,186157,photosynthetic plastid
NC_061337.1,2919630,157895,photosynthetic plastid
NC_061338.1,2715407,151372,photosynthetic plastid
NC_061339.1,2594718,151584,photosynthetic plastid
NC_061340.1,2496803,151432,photosynthetic plastid
NC_061341.1,2594727,151010,photosynthetic plastid
NC_061342.1,2594745,150450,photosynthetic plastid
NC_061343.1,2885236,142135,photosynthetic plastid
NC_061344.1,2886332,142078,photosynthetic plastid
NC_061345.1,2919637,157777,photosynthetic plastid
NC_061346.1,2919622,149370,photosynthetic plastid
NC_061347.1,2919638,150841,photosynthetic plastid
NC_061348.1,2516505,142067,photosynthetic plastid
NC_061349.1,2919623,158259,photosynthetic plastid
NC_061350.1,1858743,149288,photosynthetic plastid
NC_061351.1,2875544,161997,photosynthetic plastid
NC_061352.1,1407762,161593,photosynthetic plastid
NC_061353.1,2919639,161338,photosynthetic plastid
NC_061354.1,2919640,161614,photosynthetic plastid
NC_061355.1,2919624,160101,photosynthetic plastid
NC_061356.1,2919641,140302,photosynthetic plastid
NC_061357.1,2919642,141159,photosynthetic plastid
NC_061359.1,2919647,15962,mitochondrion
NC_061360.1,2902004,151330,photosynthetic plastid
NC_061361.1,1127379,152743,photosynthetic plastid
NC_061362.1,290669,18540,mitochondrion
NC_061363.1,3363536,16863,mitochondrion
NC_061364.1,482600,165373,photosynthetic plastid
NC_061365.1,2922941,165451,photosynthetic plastid
NC_061367.1,497759,164723,photosynthetic plastid
NC_061368.1,2922913,164796,photosynthetic plastid
NC_061369.1,2922942,165589,photosynthetic plastid
NC_061370.1,133537,17833,mitochondrion
NC_061371.1,909062,19395,mitochondrion
NC_061372.1,273761,17507,mitochondrion
NC_061373.1,2174814,154624,photosynthetic plastid
NC_061374.1,186972,150773,photosynthetic plastid
NC_061375.1,701532,149065,photosynthetic plastid
NC_061376.1,1843780,16813,mitochondrion
NC_061377.1,1495204,17707,mitochondrion
NC_061378.1,150409,156736,photosynthetic plastid
NC_061379.1,1168070,153255,photosynthetic plastid
NC_061382.1,1273078,12963,mitochondrion
NC_061383.1,392948,13058,mitochondrion
NC_061384.1,983321,12952,mitochondrion
NC_061385.1,404969,12945,mitochondrion
NC_061386.1,390465,12946,mitochondrion
NC_061387.1,202806,19262,mitochondrion
NC_061388.1,267265,155820,photosynthetic plastid
NC_061389.1,251750,18208,mitochondrion
NC_061392.1,1053381,151295,photosynthetic plastid
NC_061393.1,258236,154316,photosynthetic plastid
NC_061394.1,1986521,152008,photosynthetic plastid
NC_061395.1,137092,16587,mitochondrion
NC_061396.1,479660,200196,photosynthetic plastid
NC_061397.1,2919320,152503,photosynthetic plastid
NC_061398.1,1111685,163442,photosynthetic plastid
NC_061399.1,43399,16438,mitochondrion
NC_061400.1,2596631,17735,mitochondrion
NC_061401.1,281719,47054,mitochondrion
NC_061402.1,240130,15656,mitochondrion
NC_061403.1,1238153,148264,photosynthetic plastid
NC_061404.1,61143,164432,photosynthetic plastid
NC_061405.1,413951,166083,photosynthetic plastid
NC_061406.1,172013,166650,photosynthetic plastid
NC_061407.1,2498671,15728,mitochondrion
NC_061408.1,2880587,14519,mitochondrion
NC_061409.1,578554,159467,photosynthetic plastid
NC_061410.1,1691895,169079,photosynthetic plastid
NC_061411.1,2921199,16213,mitochondrion
NC_061412.1,1463610,17299,mitochondrion
NC_061414.1,31188,15744,mitochondrion
NC_061415.1,694375,151738,photosynthetic plastid
NC_061416.1,1046405,151761,photosynthetic plastid
NC_061417.1,1642868,157946,photosynthetic plastid
NC_061507.1,7113,15351,mitochondrion
NC_061537.1,77229,16687,mitochondrion
NC_061538.1,2893314,15951,mitochondrion
NC_061539.1,571297,15729,mitochondrion
NC_061540.1,2060973,33113,mitochondrion
NC_061541.1,2859485,16358,mitochondrion
NC_061542.1,397188,152685,photosynthetic plastid
NC_061543.1,881599,152635,photosynthetic plastid
NC_061544.1,128660,152656,photosynthetic plastid
NC_061545.1,128661,152656,photosynthetic plastid
NC_061546.1,128668,152646,photosynthetic plastid
NC_061547.1,1365881,152630,photosynthetic plastid
NC_061548.1,2908705,152652,photosynthetic plastid
NC_061549.1,3750,160288,photosynthetic plastid
NC_061550.1,89497,152588,photosynthetic plastid
NC_061551.1,2890411,159566,photosynthetic plastid
NC_061552.1,1310099,161178,photosynthetic plastid
NC_061553.1,1960957,155799,photosynthetic plastid
NC_061554.1,82025,154630,photosynthetic plastid
NC_061555.1,226100,155858,photosynthetic plastid
NC_061556.1,610729,17090,mitochondrion
NC_061557.1,1943541,159979,photosynthetic plastid
NC_061558.1,1943543,159870,photosynthetic plastid
NC_061559.1,1943556,159871,photosynthetic plastid
NC_061560.1,2919411,16571,mitochondrion
NC_061561.1,642903,155721,photosynthetic plastid
NC_061562.1,880114,15460,mitochondrion
NC_061563.1,1481671,15546,mitochondrion
NC_061564.1,1344728,15417,mitochondrion
NC_061565.1,753223,15370,mitochondrion
NC_061566.1,1289577,14806,mitochondrion
NC_061567.1,59455,16671,mitochondrion
NC_061568.1,170233,16648,mitochondrion
NC_061569.1,685729,16699,mitochondrion
NC_061570.1,175524,16797,mitochondrion
NC_061571.1,878362,16219,mitochondrion
NC_061572.1,117955,159701,photosynthetic plastid
NC_061573.1,2587348,150595,photosynthetic plastid
NC_061574.1,167762,158300,photosynthetic plastid
NC_061575.1,2004430,160765,photosynthetic plastid
NC_061576.1,2231307,160778,photosynthetic plastid
NC_061577.1,167431,160809,photosynthetic plastid
NC_061578.1,2005479,160810,photosynthetic plastid
NC_061579.1,2943600,160814,photosynthetic plastid
NC_061580.1,2547446,160819,photosynthetic plastid
NC_061581.1,103487,160825,photosynthetic plastid
NC_061582.1,2920904,160839,photosynthetic plastid
NC_061583.1,167435,160849,photosynthetic plastid
NC_061584.1,1967286,160854,photosynthetic plastid
NC_061585.1,2231311,161346,photosynthetic plastid
NC_061586.1,167418,160857,photosynthetic plastid
NC_061587.1,2294079,161131,photosynthetic plastid
NC_061588.1,2005480,161131,photosynthetic plastid
NC_061589.1,2838169,161142,photosynthetic plastid
NC_061590.1,167438,161146,photosynthetic plastid
NC_061591.1,103482,161169,photosynthetic plastid
NC_061592.1,167441,161199,photosynthetic plastid
NC_061593.1,167421,161221,photosynthetic plastid
NC_061594.1,1077959,161227,photosynthetic plastid
NC_061596.1,205465,157036,photosynthetic plastid
NC_061597.1,123485,159144,photosynthetic plastid
NC_061598.1,2855460,152450,photosynthetic plastid
NC_061599.1,147920,156657,photosynthetic plastid
NC_061600.1,1889602,157046,photosynthetic plastid
NC_061601.1,2920868,156865,photosynthetic plastid
NC_061602.1,147933,156865,photosynthetic plastid
NC_061603.1,147919,156865,photosynthetic plastid
NC_061604.1,688607,15368,mitochondrion
NC_061606.1,687067,15440,mitochondrion
NC_061607.1,248839,152939,photosynthetic plastid
NC_061608.1,1384122,154190,photosynthetic plastid
NC_061609.1,2920504,153973,photosynthetic plastid
NC_061610.1,2837496,156591,photosynthetic plastid
NC_061611.1,57648,160781,photosynthetic plastid
NC_061612.1,458696,158916,photosynthetic plastid
NC_061613.1,1077958,160875,photosynthetic plastid
NC_061614.1,167424,161278,photosynthetic plastid
NC_061615.1,167436,161383,photosynthetic plastid
NC_061616.1,669981,14725,mitochondrion
NC_061617.1,284362,161634,photosynthetic plastid
NC_061618.1,203101,151768,photosynthetic plastid
NC_061619.1,203102,152028,photosynthetic plastid
NC_061620.1,82471,151597,photosynthetic plastid
NC_061621.1,2817525,153692,photosynthetic plastid
NC_061622.1,203092,153711,photosynthetic plastid
NC_061623.1,386442,151767,photosynthetic plastid
NC_061624.1,203100,151599,photosynthetic plastid
NC_061625.1,386441,153688,photosynthetic plastid
NC_061626.1,454040,16570,mitochondrion
NC_061627.1,473452,16603,mitochondrion
NC_061628.1,444481,15660,mitochondrion
NC_061629.1,2914700,15617,mitochondrion
NC_061630.1,2705017,15626,mitochondrion
NC_061631.1,1288037,15015,mitochondrion
NC_061632.1,268442,15658,mitochondrion
NC_061633.1,2914701,15708,mitochondrion
NC_061634.1,2914702,14991,mitochondrion
NC_061635.1,2908302,15631,mitochondrion
NC_061636.1,2914704,15614,mitochondrion
NC_061637.1,2493563,15640,mitochondrion
NC_061638.1,268458,16683,mitochondrion
NC_061639.1,1316657,15638,mitochondrion
NC_061640.1,1178367,15368,mitochondrion
NC_061641.1,1212783,15726,mitochondrion
NC_061642.1,2107612,15244,mitochondrion
NC_061643.1,1481762,15308,mitochondrion
NC_061644.1,1430493,15532,mitochondrion
NC_061645.1,214309,15510,mitochondrion
NC_061647.1,193045,121971,photosynthetic plastid
NC_061648.1,2706157,121334,photosynthetic plastid
NC_061649.1,193049,121761,photosynthetic plastid
NC_061650.1,193047,121958,photosynthetic plastid
NC_061652.1,2924071,16065,mitochondrion
NC_061653.1,2924069,16095,mitochondrion
NC_061654.1,2599486,16306,mitochondrion
NC_061655.1,2924067,16009,mitochondrion
NC_061656.1,879076,13856,mitochondrion
NC_061657.1,452458,160635,photosynthetic plastid
NC_061658.1,320557,15931,mitochondrion
NC_061659.1,3287591,16779,mitochondrion
NC_061660.1,233715,159719,photosynthetic plastid
NC_061661.1,2924066,161263,photosynthetic plastid
NC_061662.1,1564500,16029,mitochondrion
NC_061663.1,426329,133748,photosynthetic plastid
NC_061664.1,390963,16673,mitochondrion
NC_061665.1,1986563,15531,mitochondrion
NC_061666.1,80668,43528,mitochondrion
NC_061667.1,994668,157119,photosynthetic plastid
NC_061668.1,2921086,153093,photosynthetic plastid
NC_061669.1,2925269,150970,photosynthetic plastid
NC_061670.1,2908915,155934,photosynthetic plastid
NC_061671.1,2003742,159805,photosynthetic plastid
NC_061672.1,1737104,159458,photosynthetic plastid
NC_061673.1,1737103,160360,photosynthetic plastid
NC_061674.1,2021217,161043,photosynthetic plastid
NC_061675.1,2316920,160809,photosynthetic plastid
NC_061676.1,2021215,160807,photosynthetic plastid
NC_061677.1,2021216,160822,photosynthetic plastid
NC_061678.1,2021218,160947,photosynthetic plastid
NC_061679.1,2724160,15436,mitochondrion
NC_061680.1,2899124,15353,mitochondrion
NC_061681.1,2924051,15265,mitochondrion
NC_061682.1,2813436,16442,mitochondrion
NC_061683.1,2925326,16913,mitochondrion
NC_061684.1,2689076,148564,photosynthetic plastid
NC_061685.1,141465,16758,mitochondrion
NC_061686.1,2681215,154007,photosynthetic plastid
NC_061687.1,623683,17395,mitochondrion
NC_061688.1,159071,157209,photosynthetic plastid
NC_061689.1,393533,154500,photosynthetic plastid
NC_061690.1,49614,152198,photosynthetic plastid
NC_061691.1,1523626,157097,photosynthetic plastid
NC_061692.1,596640,15179,mitochondrion
NC_061694.1,909199,157870,photosynthetic plastid
NC_061695.1,1002525,153220,photosynthetic plastid
NC_061696.1,175067,152944,photosynthetic plastid
NC_061697.1,449893,151662,photosynthetic plastid
NC_061698.1,2919359,16823,mitochondrion
NC_061699.1,2919556,165716,photosynthetic plastid
NC_061700.1,2919429,155841,photosynthetic plastid
NC_061701.1,2919949,154020,photosynthetic plastid
NC_061702.1,2919424,155872,photosynthetic plastid
NC_061703.1,2919427,155479,photosynthetic plastid
NC_061704.1,2919428,155475,photosynthetic plastid
NC_061705.1,55057,15342,mitochondrion
NC_061706.1,354628,151532,photosynthetic plastid
NC_061708.1,110762,154186,photosynthetic plastid
NC_061709.1,690515,151811,photosynthetic plastid
NC_061710.1,345093,163016,photosynthetic plastid
NC_061711.1,345143,160005,photosynthetic plastid
NC_061712.1,178808,160600,photosynthetic plastid
NC_061713.1,345131,155727,photosynthetic plastid
NC_061714.1,416114,161580,photosynthetic plastid
NC_061715.1,926021,161506,photosynthetic plastid
NC_061717.1,178804,159293,photosynthetic plastid
NC_061718.1,1300199,158897,photosynthetic plastid
NC_061719.1,332429,159901,photosynthetic plastid
NC_061720.1,1236435,160403,photosynthetic plastid
NC_061721.1,165298,159948,photosynthetic plastid
NC_061722.1,1236424,159399,photosynthetic plastid
NC_061723.1,165299,158478,photosynthetic plastid
NC_061724.1,149359,161792,photosynthetic plastid
NC_061725.1,149353,157825,photosynthetic plastid
NC_061726.1,345092,162475,photosynthetic plastid
NC_061727.1,1148074,155759,photosynthetic plastid
NC_061728.1,153474,161065,photosynthetic plastid
NC_061729.1,345097,161945,photosynthetic plastid
NC_061730.1,1046259,160819,photosynthetic plastid
NC_061731.1,1147752,160990,photosynthetic plastid
NC_061732.1,1046265,160969,photosynthetic plastid
NC_061733.1,153477,160973,photosynthetic plastid
NC_061734.1,1239142,160852,photosynthetic plastid
NC_061735.1,884148,160818,photosynthetic plastid
NC_061736.1,1046260,161011,photosynthetic plastid
NC_061737.1,763192,15433,mitochondrion
NC_061738.1,236728,15373,mitochondrion
NC_061739.1,702478,15129,mitochondrion
NC_061740.1,587864,167340,photosynthetic plastid
NC_061742.1,159037,159787,photosynthetic plastid
NC_061743.1,216498,22046,mitochondrion
NC_061744.1,317644,158405,photosynthetic plastid
NC_061745.1,927782,158498,photosynthetic plastid
NC_061746.1,317645,158490,photosynthetic plastid
NC_061747.1,317646,158490,photosynthetic plastid
NC_061748.1,49553,148487,photosynthetic plastid
NC_061749.1,67476,4343,photosynthetic plastid
NC_061750.1,2918496,13990,mitochondrion
NC_061751.1,2291162,156254,photosynthetic plastid
NC_061752.1,2918732,155335,photosynthetic plastid
NC_061753.1,883173,16355,mitochondrion
NC_061754.1,31373,27268,mitochondrion
NC_061755.1,345095,162655,photosynthetic plastid
NC_061756.1,173437,151414,photosynthetic plastid
NC_061757.1,2029078,151838,photosynthetic plastid
NC_061758.1,569774,152821,photosynthetic plastid
NC_061759.1,1795539,152568,photosynthetic plastid
NC_061760.1,993107,127610,photosynthetic plastid
NC_061761.1,126435,154388,photosynthetic plastid
NC_061762.1,647257,114660,mitochondrion
NC_061763.1,2695402,152906,photosynthetic plastid
NC_061765.1,381726,152620,photosynthetic plastid
NC_061766.1,2053110,16308,mitochondrion
NC_061767.1,1045037,151224,photosynthetic plastid
NC_061768.1,93837,124991,photosynthetic plastid
NC_061769.1,1981900,152859,photosynthetic plastid
NC_061903.1,27807,15815,mitochondrion
NC_061904.1,2907141,157056,photosynthetic plastid
NC_061905.1,651631,153800,photosynthetic plastid
NC_061906.1,367322,165996,photosynthetic plastid
NC_061907.1,396369,152375,photosynthetic plastid
NC_061908.1,2588702,16560,mitochondrion
NC_061909.1,44592,142859,photosynthetic plastid
NC_061910.1,2918485,15353,mitochondrion
NC_061911.1,316475,158357,photosynthetic plastid
NC_061912.1,2907121,151893,photosynthetic plastid
NC_061913.1,279639,16452,mitochondrion
NC_061914.1,89098,16358,mitochondrion
NC_061915.1,77173,16547,mitochondrion
NC_061916.1,2682942,164354,photosynthetic plastid
NC_061917.1,141004,159707,photosynthetic plastid
NC_061918.1,426804,15419,mitochondrion
NC_061919.1,2890838,16561,mitochondrion
NC_061921.1,2485733,12968,mitochondrion
NC_061922.1,2922173,12952,mitochondrion
NC_061923.1,2922175,12950,mitochondrion
NC_061924.1,1676937,12947,mitochondrion
NC_061925.1,2922209,18024,mitochondrion
NC_061926.1,2922208,17947,mitochondrion
NC_061927.1,1277771,155969,photosynthetic plastid
NC_061928.1,112565,159022,photosynthetic plastid
NC_061929.1,112578,157566,photosynthetic plastid
NC_061930.1,109060,161029,photosynthetic plastid
NC_061931.1,2570897,15646,mitochondrion
NC_061932.1,2065244,15886,mitochondrion
NC_061933.1,2911580,159939,photosynthetic plastid
NC_061934.1,356590,159440,photosynthetic plastid
NC_061935.1,106573,159962,photosynthetic plastid
NC_061936.1,317639,158723,photosynthetic plastid
NC_061937.1,1523939,159764,photosynthetic plastid
NC_061938.1,81864,146620,photosynthetic plastid
NC_061939.1,741061,155685,photosynthetic plastid
NC_061940.1,1037462,152079,photosynthetic plastid
NC_061941.1,2911880,152047,photosynthetic plastid
NC_061942.1,1037477,152099,photosynthetic plastid
NC_061943.1,1037474,153668,photosynthetic plastid
NC_061944.1,1037470,152064,photosynthetic plastid
NC_061945.1,2596928,154755,photosynthetic plastid
NC_061946.1,1037461,151640,photosynthetic plastid
NC_061947.1,1037479,151704,photosynthetic plastid
NC_061948.1,1679355,162319,photosynthetic plastid
NC_061949.1,2800677,15349,mitochondrion
NC_061950.1,2840401,17840,mitochondrion
NC_061951.1,2879141,16999,mitochondrion
NC_061952.1,1517834,16847,mitochondrion
NC_061953.1,943091,152739,photosynthetic plastid
NC_061954.1,1128166,152372,photosynthetic plastid
NC_061955.1,1037471,152028,photosynthetic plastid
NC_061956.1,1037464,152167,photosynthetic plastid
NC_061957.1,2859591,151637,photosynthetic plastid
NC_061958.1,1630190,147646,photosynthetic plastid
NC_061959.1,53902,132547,photosynthetic plastid
NC_061963.1,334201,16798,mitochondrion
NC_061964.1,2764690,152070,photosynthetic plastid
NC_061965.1,586674,16003,mitochondrion
NC_061966.1,586675,16184,mitochondrion
NC_061967.1,252537,153857,photosynthetic plastid
NC_061968.1,1389455,15694,mitochondrion
NC_061969.1,302778,16339,mitochondrion
NC_061970.1,1970646,35937,mitochondrion
NC_061971.1,1051997,17971,mitochondrion
NC_061972.1,1481661,17893,mitochondrion
NC_061973.1,1636530,18759,mitochondrion
NC_061974.1,2916445,17867,mitochondrion
NC_061975.1,2022322,14619,mitochondrion
NC_061976.1,326068,160183,photosynthetic plastid
NC_061977.1,1350402,160040,photosynthetic plastid
NC_061978.1,867892,16865,mitochondrion
NC_061979.1,476588,16844,mitochondrion
NC_061980.1,479477,16811,mitochondrion
NC_061981.1,867892,16846,mitochondrion
NC_061982.1,267237,156597,photosynthetic plastid
NC_061983.1,2836953,156561,photosynthetic plastid
