acc,taxid,title,slen
NC_057987.1,934700,"Cymbidium longibracteatum chloroplast, complete genome",150198
NC_057988.1,714511,"Tadehagi triquetrum chloroplast, complete genome",149171
NC_057989.1,236973,"Trapa incisa chloroplast, complete genome",155453
NC_057990.1,178762,"Syringa oblata chloroplast, complete genome",155569
NC_057991.1,860750,"Hydrangea strigosa voucher SWFU20200713MFY chloroplast, complete genome",157905
NC_057992.1,2798809,"Phrynoglossus myanhessei voucher SMF 103841 mitochondrion, complete genome",18348
NC_057993.1,189211,"Crassocephalum crepidioides chloroplast, complete genome",150596
NC_057994.1,167917,"Duranta erecta chloroplast, complete genome",149869
NC_057995.1,1276815,"Vicia costata chloroplast, complete genome",134184
NC_057996.1,2778426,"Wikstroemia capitata chloroplast, complete genome",172849
NC_057997.1,2778427,"Wikstroemia scytophylla voucher Herbarium of Yunnan Normal University chloroplast, complete genome",173254
NC_057998.1,224084,"Wikstroemia canescens voucher Herbarium of Yunnan Normal University chloroplast, complete genome",173667
NC_057999.1,885951,"Wikstroemia dolichantha voucher Herbarium of Yunnan Normal University chloroplast, complete genome",172804
NC_058000.1,2778425,"Wikstroemia alternifolia voucher Herbarium of Yunnan Normal University chloroplast, complete genome",173697
NC_058001.1,2768116,"Salix gordejevii chloroplast, complete genome",155491
NC_058002.1,1008428,"Pareas formosensis voucher LSU2020MLTWDT01 mitochondrion, complete genome",17703
NC_058003.1,2604716,"Sinocyclocheilus punctatus mitochondrion, complete genome",16582
NC_058004.1,2604694,"Oreonectes longibarbatus mitochondrion, complete genome",16569
NC_058005.1,2487099,"Triplophysa nasobarbatula mitochondrion, complete genome",16605
NC_058006.1,316893,"Plukenetia volubilis chloroplast, complete genome",164111
NC_058007.1,1560151,"Stenopsyche tienmushanensis mitochondrion, complete genome",16049
NC_058008.1,163894,"Thrips hawaiiensis mitochondrion, complete genome",15357
NC_058009.1,2817234,"Aglossa dimidiata mitochondrion, complete genome",15225
NC_058010.1,1205801,"Waldheimia glabra chloroplast, complete genome",151499
NC_058011.1,1678298,"Aporia largeteaui mitochondrion, complete genome",15143
NC_058012.1,2219189,"Edgeworthia albiflora voucher ZYH11 chloroplast, complete genome",173621
NC_058013.1,2203444,"Edgeworthia gardneri voucher RXK53 chloroplast, complete genome",173309
NC_058014.1,2817282,"Meleonoma mirabilis voucher GZUTCM M59-62 mitochondrion, complete genome",15268
NC_058015.1,2695194,"Ripeacma umbellata voucher GZUTCM M24-27 mitochondrion, complete genome",15486
NC_058016.1,686441,"Zalophus japonicus mitochondrion, complete genome",16698
NC_058017.1,274783,"Dasycottus setiger mitochondrion, complete genome",17168
NC_058018.1,296042,"Breynia fruticosa chloroplast, complete genome",155630
NC_058019.1,59534,"Oryx dammah isolate VZ mitochondrion, complete genome",16689
NC_058020.1,287196,"Cobitis hankugensis mitochondrion, complete genome",16657
NC_058188.1,602068,"Salmo caspius isolate ZR31 mitochondrion, complete genome",16677
NC_058199.1,1843188,"Notholirion campanulatum chloroplast, complete genome",153169
NC_058200.1,2675281,"Conaspidia wangi mitochondrion, complete genome",15924
NC_058201.1,327707,"Oreinus dulongensis mitochondrion, complete genome",16579
NC_058202.1,120570,"Mactra quadrangularis mitochondrion, complete genome",16848
NC_058203.1,318062,"Euphorbia hirta chloroplast, complete genome",164340
NC_058204.1,252999,"Impatiens cyanantha chloroplast, complete genome",152391
NC_058205.1,253038,"Impatiens monticola chloroplast, complete genome",152656
NC_058206.1,53125,"Phragmipedium besseae chloroplast, complete genome",147384
NC_058207.1,315274,"Phragmipedium kovachii chloroplast, complete genome",151238
NC_058208.1,451014,"Paphiopedilum tranlienianum chloroplast, complete genome",156495
NC_058209.1,53107,"Paphiopedilum philippinense chloroplast, complete genome",158653
NC_058210.1,53098,"Paphiopedilum kolopakingii chloroplast, complete genome",159848
NC_058211.1,296650,"Paphiopedilum victoria-mariae chloroplast, complete genome",161300
NC_058212.1,451016,"Paphiopedilum violascens chloroplast, complete genome",157868
NC_058213.1,44074,"Saprochaete suaveolens strain NRRL Y-17571 mitochondrion, complete genome",49739
NC_058214.1,93770,"Grewia biloba chloroplast, complete genome",158064
NC_058215.1,253034,"Impatiens mengtszeana chloroplast, complete genome",152928
NC_058216.1,319621,"Sauropus spatulifolius chloroplast, complete genome",154707
NC_058217.1,871749,"Bambusa stenoaurita chloroplast, complete genome",139451
NC_058218.1,743497,"Allium changduense chloroplast, complete genome",153659
NC_058219.1,88840,"Allium cyaneum chloroplast, complete genome",152230
NC_058220.1,743509,"Allium plurifoliatum chloroplast, complete genome",153234
NC_058221.1,165658,"Allium sikkimense chloroplast, complete genome",152549
NC_058222.1,363523,"Trapa japonica chloroplast, complete genome",155555
NC_058223.1,678702,"Cryptotympana atrata mitochondrion, complete genome",15338
NC_058224.1,99038,"Glebionis coronaria chloroplast, complete genome",149750
NC_058225.1,130281,"Myripnois dioica chloroplast, complete genome",153793
NC_058226.1,2810384,"Polygonatum kingianum var. grandifolium isolate XN21 voucher K:Hana140621-1 chloroplast, complete genome",155609
NC_058227.1,261427,"Polygonatum zanlanscianense isolate HB04 voucher K:Hana140621-1 chloroplast, complete genome",155911
NC_058228.1,76800,"Anisopteromalus calandrae mitochondrion, complete genome",15954
NC_058229.1,2606893,"Saprochaete ingens strain NRRL Y-7930 mitochondrion, complete genome",41214
NC_058230.1,29892,"Auricularia auricula-judae strain A14-8 mitochondrion, complete genome",40681
NC_058231.1,1205770,"Pseudostellaria heterantha chloroplast, complete genome",149406
NC_058232.1,332609,"Lamprotula cornuumlunae voucher Personal:Xiaoping Wu:FM141126 mitochondrion, complete genome",16635
NC_058233.1,174249,"Rhododendron kawakamii chloroplast, complete genome",230777
NC_058234.1,933810,"Haemadipsa crenata mitochondrion, complete genome",14725
NC_058235.1,66096,"Gleditsia sinensis mitochondrion, complete genome",594121
NC_058236.1,420097,"Oenopia sauzeti mitochondrion, complete genome",17630
NC_058237.1,1670841,"Cadaba farinosa chloroplast, complete genome",156481
NC_058238.1,2830725,"Cadaba glandulosa chloroplast, complete genome",156560
NC_058239.1,1198337,"Maerua crassifolia chloroplast, complete genome",155685
NC_058240.1,2830726,"Maerua oblongifolia chloroplast, complete genome",155436
NC_058241.1,2834524,"Docynia longiunguis chloroplast, complete genome",158914
NC_058242.1,63660,"Ixodes nipponensis isolate Liuyang mitochondrion, complete genome",14505
NC_058243.1,626341,"Tubuca arcuata mitochondrion, complete genome",15727
NC_058244.1,59656,"Ixodes vespertilionis mitochondrion, complete genome",14559
NC_058245.1,144149,"Astragalus scaberrimus chloroplast, complete genome",123492
NC_058246.1,516545,"Lagopsis supina chloroplast, complete genome",151728
NC_058247.1,673035,"Peganum multisectum chloroplast, complete genome",160737
NC_058248.1,1732551,"Potentilla sischanensis chloroplast, complete genome",156240
NC_058249.1,2831536,"Primula stenocalyx chloroplast, complete genome",153678
NC_058250.1,2743191,"Chiridota heheva mitochondrion, complete genome",17200
NC_058251.1,1246465,"Bactrothrips quadrituberculatus mitochondrion, complete genome",14829
NC_058252.1,2834332,"Ophiorrhiza densa chloroplast, complete genome",154079
NC_058253.1,2830874,"Camellia zhaiana voucher YangSX 6023 plastid, complete genome",156627
NC_058254.1,2830873,"Camellia rostrata voucher YangSX 6081 plastid, complete genome",156547
NC_058255.1,93610,"Eurycantha calcarata mitochondrion, complete genome",16280
NC_058256.1,370647,"Primula asarifolia voucher zw105 chloroplast, complete genome",153905
NC_058257.1,2834326,"Primula dumicola voucher zw103 chloroplast, complete genome",153756
NC_058258.1,2834331,"Primula vilmoriniana voucher zw90 chloroplast, complete genome",154061
NC_058259.1,2834327,"Primula effusa voucher zw89 chloroplast, complete genome",153056
NC_058260.1,2834324,"Primula ambita voucher zw40 chloroplast, complete genome",153837
NC_058261.1,690509,"Primula rubifolia voucher zw22 chloroplast, complete genome",154063
NC_058262.1,2834325,"Primula densa voucher zw08 chloroplast, complete genome",153332
NC_058263.1,1044913,"Primula duclouxii voucher S4588 chloroplast, complete genome",153028
NC_058264.1,1979811,"Amblyotrypauchen arctocephalus mitochondrion, complete genome",17133
NC_058265.1,1765093,"Ctenotrypauchen chinensis mitochondrion, complete genome",16552
NC_058266.1,81733,"Hemerocallis minor chloroplast, complete genome",156063
NC_058267.1,2800577,"Pittosporum brevicalyx chloroplast, complete genome",153388
NC_058268.1,81865,"Magnolia praecocissima chloroplast, complete genome",159778
NC_058269.1,3407,"Magnolia x soulangeana chloroplast, complete genome",159778
NC_058270.1,1172173,"Magnolia crassipes chloroplast, complete genome",159901
NC_058271.1,86747,"Magnolia grandis chloroplast, complete genome",160008
NC_058272.1,86748,"Magnolia ventii chloroplast, complete genome",159950
NC_058273.1,714451,"Aster ageratoides chloroplast, complete genome",153071
NC_058274.1,169774,"Macrocystis integrifolia chloroplast, complete genome",129320
NC_058275.1,2170709,"Tachyoryctes macrocephalus mitochondrion, complete genome",16646
NC_058276.1,2834869,"Saussurea talungensis chloroplast, complete genome",152355
NC_058277.1,153471,"Populus alba x Populus glandulosa chloroplast, complete genome",156505
NC_058278.1,266768,"Populus glandulosa chloroplast, complete genome",155374
NC_058279.1,3693,"Populus tremuloides chloroplast, complete genome",156192
NC_058280.1,539895,"Potentilla lineata chloroplast, complete genome",156985
NC_058281.1,1753970,"Curtos fulvocapitalis mitochondrion, complete genome",16398
NC_058282.1,2835222,"Yunnanilus jiuchiensis mitochondrion, complete genome",16571
NC_058283.1,2835224,"Yunnanilus nigromaculatus mitochondrion, complete genome",16594
NC_058284.1,2817573,"Paranemachilus genilepis mitochondrion, complete genome",16562
NC_058285.1,1189287,"Drawida gisti mitochondrion, complete genome",14648
NC_058287.1,239695,"Symplocos coreana chloroplast, complete genome",157365
NC_058288.1,239711,"Symplocos prunifolia chloroplast, complete genome",157204
NC_058289.1,239718,"Symplocos tanakana chloroplast, complete genome",156971
NC_058292.1,1670692,"Lispe assimilis isolate L01410 mitochondrion, complete genome",15385
NC_058293.1,1414479,"Ostorhinchus fasciatus mitochondrion, complete genome",16568
NC_058294.1,49672,"Scoliopus bigelovii chloroplast, complete genome",154689
NC_058295.1,1768215,"Lloydia tibetica chloroplast, complete genome",150379
NC_058296.1,34186,"Prosartes lanuginosa chloroplast, complete genome",158265
NC_058297.1,1633990,"Streptopus obtusatus chloroplast, complete genome",157614
NC_058298.1,1126413,"Tricyrtis formosana chloroplast, complete genome",156018
NC_058299.1,4694,"Medeola virginiana chloroplast, complete genome",153914
NC_058300.1,254980,"Calochortus uniflorus chloroplast, complete genome",155794
NC_058301.1,61751,"Thysanoteuthis rhombus mitochondrion, complete genome",20545
NC_058302.1,196900,"Hygroryza aristata chloroplast, complete genome",135681
NC_058303.1,763269,"Zicrona caerulea mitochondrion, complete genome",15479
NC_058304.1,1805963,"Buxus megistophylla chloroplast, complete genome",157611
NC_058305.1,3813,"Albizia julibrissin chloroplast, complete genome",175922
NC_058306.1,225302,"Nipponacmea fuscoviridis mitochondrion, complete genome",18720
NC_058307.1,1432737,"Geodorum eulophioides isolate gzdbl chloroplast, complete genome",148609
NC_058308.1,3057657,"Pseudotsuga brevifolia chloroplast, complete genome",122348
NC_058309.1,3147705,"Asymblepharus himalayanus mitochondrion, complete genome",17304
NC_058310.1,2836055,"Hemipenthes hebeiensis mitochondrion, complete genome",15430
NC_058311.1,2056509,"Agave amaniensis chloroplast, complete genome",157282
NC_058312.1,1429820,"Haemaphysalis montgomeryi isolate yunnan mitochondrion, complete genome",14681
NC_058313.1,4045,"Apium graveolens strain L.+W99A mitochondrion, complete genome",371275
NC_058314.1,233772,"Ishige okamurae chloroplast, complete genome",129988
NC_058315.1,180580,"Tubocapsicum anomalum chloroplast, complete genome",155802
NC_058316.1,2614457,"Cladrastis yungchunii chloroplast, complete genome",163205
NC_058317.1,210355,"Epilobium hirsutum chloroplast, complete genome",161111
NC_058318.1,16907,"Cornus walteri chloroplast, complete genome",158198
NC_058319.1,46789,"Persicaria filiformis chloroplast, complete genome",159741
NC_058320.1,393709,"Ficedula hyperythra mitochondrion, complete genome",16819
NC_058321.1,536986,"Callicarpa arborea chloroplast, complete genome",154269
NC_058322.1,2588548,"Callicarpa brevipes chloroplast, complete genome",154182
NC_058323.1,536997,"Callicarpa macrophylla chloroplast, complete genome",154149
NC_058324.1,2835937,"Callicarpa peichieniana chloroplast, complete genome",154102
NC_058325.1,167920,"Caryopteris forrestii chloroplast, complete genome",151735
NC_058326.1,1368223,"Chelonopsis souliei chloroplast, complete genome",151423
NC_058327.1,751784,"Clinopodium abyssinicum chloroplast, complete genome",151513
NC_058328.1,662900,"Coleus xanthanthus chloroplast, complete genome",152190
NC_058329.1,457135,"Colquhounia coccinea chloroplast, complete genome",151972
NC_058330.1,1368226,"Colquhounia seguinii chloroplast, complete genome",152650
NC_058331.1,1737573,"Colquhounia vestita chloroplast, complete genome",151765
NC_058332.1,41381,"Congea tomentosa chloroplast, complete genome",154278
NC_058333.1,694355,"Cymaria dichotoma chloroplast, complete genome",152957
NC_058334.1,2835933,"Dasymalla teckiana chloroplast, complete genome",152742
NC_058335.1,664368,"Dicrastylis parvifolia chloroplast, complete genome",153121
NC_058336.1,2835938,"Dracocephalum taliense chloroplast, complete genome",150976
NC_058517.1,262112,"Utricularia tenuicaulis chloroplast, complete genome",154021
NC_058525.1,145947,"Ophrys lutea plastid, complete genome",150284
NC_058526.1,2039585,"Eutrema yungshunense chloroplast, complete genome",152597
NC_058527.1,560554,"Aquilegia yabeana chloroplast, complete genome",162094
NC_058528.1,1291450,"Aquilegia kansuensis chloroplast, complete genome",162090
NC_058529.1,2802631,"Aquilegia yangii chloroplast, complete genome",161820
NC_058530.1,137223,"Rheum pumilum chloroplast, complete genome",162213
NC_058531.1,1097178,"Bulbophyllum reptans chloroplast, complete genome",158389
NC_058532.1,608807,"Mazus omeiensis isolate HIB-JXF02 chloroplast, complete genome",153353
NC_058533.1,536985,"Callicarpa rubella chloroplast, complete genome",154202
NC_058534.1,703614,"Smilax glabra chloroplast, complete genome",157889
NC_058535.1,55190,"Gentiana triflora clone Pall chloroplast, complete genome",149125
NC_058536.1,53863,"Dalbergia hupeana chloroplast, complete genome",155829
NC_058537.1,450028,"Dalbergia nigra chloroplast, complete genome",155330
NC_058538.1,2696680,"Dalbergia bariensis chloroplast, complete genome",156544
NC_058539.1,106130,"Dalbergia cochinchinensis chloroplast, complete genome",156576
NC_058540.1,2779804,"Pseudanomodon attenuatus voucher Goffinet 10590 chloroplast, complete genome",125282
NC_058541.1,37310,"Atrichum angustatum voucher Goffinet 10582 chloroplast, complete genome",125602
NC_058542.1,37413,"Bryum argenteum chloroplast, complete genome",125137
NC_058543.1,1968112,"Entosthodon attenuatus chloroplast, complete genome",122879
NC_058544.1,29583,"Funaria hygrometrica voucher Goffinet 5576 chloroplast, complete genome",122213
NC_058545.1,49762,"Callicladium imponens voucher Goffinet 10576 chloroplast, complete genome",125195
